OS,Casuistica,Fecha,Observacion
153633289,brigada pesada,,
153628362,ejecutado,,
153534700,ejecutado,,
153636704,especial,,
153578325,brigada pesada,,
153586652,ejecutado,,
153628085,no pertenece,,
153635673,no pertenece,,
153636947,no pertenece,,
153590132,no pertenece,,
153584719,no pertenece,,
153578909,no pertenece,,
153570792,no pertenece,,
153593357,brigada pesada,,
153590063,canasta TET,,
153578650,canasta BT,,
153590006,canasta BT,,
153583544,especial,,
153593106,canasta BT,,
153640453,ejecutado,,
153591943,ejecutado,,
153588182,ejecutado,,
153424621,canasta BT,,
153591399,brigada pesada,,
153587646,canasta BT,,
153627259,brigada pesada,,
153587609,canasta BT,,
153562898,canasta TET,,
153644271,canasta BT,,
153584014,especial,,
153634416,no pertenece,,
153678853,no pertenece,29/3/2026,
153670867,no pertenece,,
153646124,no pertenece,30/3/2026,
153587593,especial,,
153587592,especial,,
153212904,canasta BT,,
153587632,especial,,
153587651,canasta BT,,
153239945,ejecutado,,
153736344,canasta TET,,
153775280,no pertenece,,
153765379,no pertenece,,
153738439,especial,,
153212893,canasta BT,,
153671514,canasta BT,,
153774506,ejecutado,,
153768590,brigada pesada,,
153764868,ejecutado,,
153772945,especial,,
153783683,no pertenece,,
153795292,no pertenece,,
153794544,no pertenece,,
153795620,no pertenece,,
153797239,no pertenece,,
153792404,no pertenece,,
153729622,canasta BT,,
153766298,brigada pesada,,
153770712,brigada pesada,,
153775064,brigada pesada,,
153772095,canasta BT,,
153529197,especial,,
153741256,ejecutado,,
153529204,especial,,
153772010,ejecutado,,
153691882,brigada pesada,,
153683747,brigada pesada,,
153777473,no pertenece,,
153740651,no pertenece,,
153522457,ejecutado,,
153666714,canasta TET,,
153643055,canasta BT,,
153742724,no pertenece,cierre de escritorio,
153645105,no pertenece,,
153770067,no pertenece,,
153769875,no pertenece,,
153424622,canasta BT,,
153778508,no pertenece,,
153812036,no pertenece,,
153765696,ejecutado,31/3/2026,
153741733,ejecutado,,
153562898,ejecutado,,
153424662,canasta BT,,
153785799,ejecutado,,
153797856,ejecutado,,
153796850,no pertenece,,
153346147,canasta TET,,
153744620,ejecutado,,
153774801,ejecutado,,
153803117,ejecutado,,
153794399,canasta BT,,
153793944,canasta BT,,
153834106,canasta BT,,
153795382,brigada pesada,,
153784606,canasta BT,,
153801810,especial,,
153796408,brigada pesada,,
153101178,ya normalizado,,
153794606,canasta BT,,
153839079,brigada pesada,,
153883452,no pertenece,,
153866501,brigada pesada,1/4/2026,
153838536,no pertenece,,
153836500,no pertenece,,
153881511,no pertenece,,
153868923,no pertenece,,
153868783,no pertenece,,
153836152,no pertenece,,
153799217,no pertenece,,
153877643,no pertenece,,
153863474,no pertenece,,
153836286,canasta BT,,
153873581,no pertenece,,
153890485,canasta TET,,
153942831,plan turístico,,
153942832,plan turístico,,
153942815,plan turístico,,
153942829,plan turístico,,
153942820,plan turístico,,
153942822,plan turístico,,
153942823,plan turístico,,
153942824,plan turístico,,
153942830,plan turístico,,
153942825,plan turístico,,
153942826,plan turístico,,
153942818,plan turístico,,
153942817,plan turístico,,
153942816,plan turístico,,
153942819,plan turístico,,
153942828,plan turístico,,
153942821,plan turístico,,
153942827,plan turístico,,
153942811,plan turístico,,
153942835,plan turístico,,
153942833,plan turístico,,
153942838,plan turístico,,
153942840,plan turístico,,
153942839,plan turístico,,
153942841,plan turístico,,
153942837,plan turístico,,
153886566,brigada pesada,,
153836633,especial,,
153867415,canasta BT,,
153874680,especial,,
153948882,ejecutado,,
153895584,canasta,,
153805736,canasta BT,,
153793950,canasta TET,,
153671486,canasta TET,4/4/2026,
153976621,canasta BT,,
153977733,no pertenece,,
153955135,no pertenece,,
153978551,no pertenece,,
153941960,no pertenece,,
153970665,no pertenece,,
153941153,no pertenece,,
153977870,no pertenece,,
153978277,no pertenece,,
153793951,canasta BT,,
153986198,canasta BT,,
153990263,brigada pesada,,
153973202,ejecutado,,
153984087,brigada pesada,6/4/2026,
153976597,especial,,
154058236,brigada pesada,,
153974942,brigada pesada,,
153980094,especial,,
153941374,canasta TET,,
153936188,especial,,
153898786,canasta TET,,
153793956,canasta TET,,
153793965,canasta BT,,
153897520,canasta TET,,
153880049,canasta BT,,
153968500,canasta TET,,
153942754,ejecutado,,
153877830,canasta BT,,
153988649,ejecutado,,
153987343,ejecutado,,
153870137,canasta BT,,
153878518,canasta TET,,
153986611,ejecutado,,
153948032,ejecutado,,
153992166,brigada pesada,,
153940083,brigada pesada,,
153959210,brigada pesada,,
153987270,canasta BT,,
153979923,canasta BT,,
153976040,ejecutado,,
153979825,ejecutado,,
154134051,canasta BT,,
154134972,canasta BT,,
154136349,canasta BT,,
153980808,canasta BT,,
154063621,brigada pesada,,
154061038,canasta TET,,
153988875,ejecutado,,
153972981,canasta TET,,
153529240,canasta TET,,
153971403,multifamiliar,,
154061777,canasta TET,,
153424626,canasta BT,,
153793929,canasta BT,,
153529190,usuario no permite revisión,,
153212943,canasta BT,,
154146667,canasta,,
153951021,usuario no permite revisión,,
153834124,especial,,
154130986,canasta BT,,
154062258,canasta BT,,
154061739,canasta BT,,
154059419,canasta BT,,
154146643,usuario no permite revisión,,
154146642,usuario no permite revisión,,
154146641,canasta BT,,
153793948,canasta BT,,
153834105,usuario no permite reubicar,,
153793937,canasta BT,,
153793936,canasta BT,,
154062557,canasta BT,,
154148850,brigada pesada,8/4/2026,
154134125,ejecutado,,
154134509,canasta BT,,
154152602,brigada pesada,,
154137168,brigada pesada,,
154109208,brigada pesada,,
154136825,canasta BT,,
154132313,brigada pesada,,
154150978,ejecutado,,
153993655,brigada pesada,,
153880061,especial,,
154149875,ejecutado,,
154149329,ejecutado,,
154140277,ejecutado,,
154226842,canasta TET,,
154225116,canasta BT,,
153880051,canasta TET,,
153873154,canasta BT,,
153529499,no permite normalización,,
153891066,canasta BT,caja concentradora,
154107371,canasta BT,,
151233227,canasta BT,sin redes cercanas al predio,
151233227,canasta BT,,
154332367,canasta BT,,
154233770,ejecutado,,
154153037,brigada pesada,,
154231762,canasta BT,,
154058496,ejecutado,,
154327022,brigada pesada,,
154226046,canasta TET,,
154247864,canasta BT,,
154333868,canasta BT,,
154239546,ejecutado,,
154223925,brigada pesada,,
154327949,especial,,
154222104,canasta BT,,
154229809,ejecutado,,
154223934,ejecutado,,
154146776,canasta TET,,
154166423,brigada pesada,,
154235796,ejecutado,usuario no permite reubicación,
154233792,ejecutado,llevar conectores de perforación,
154147917,ejecutado,,
154334117,visita posterior,,
154334115,usuario no permite revisión,usuario no permite reubicación,
153212959,canasta,usuario no permite reubicación,
153880057,especial,,
153942830,visita posterior,,
154334131,canasta BT,,
154146640,canasta BT,usuario no permite revisión,
154146639,canasta BT,,
153671490,canasta BT,,
153108046,canasta BT,,
154146682,visita posterior,,
153587617,visita posterior,,
153834125,especial,,
154406530,canasta BT,,
154242963,canasta BT,,
154338657,canasta BT,usuario no permite revisión,
154326361,especial,10/4/2026,
154416320,canasta BT,,
154331831,canasta BT,,
154339928,brigada pesada,,
154333158,canasta BT,,
154331568,canasta BT,,
154336943,canasta BT,,
154236295,canasta BT,,
154230964,canasta TET,,
154335988,canasta BT,,
154133201,canasta TET,,
154240563,brigada pesada,,
154327973,brigada pesada,,
154332244,canasta BT,,
154332461,brigada pesada,,
154329200,ejecutado,,
154405212,ejecutado,,
154326769,canasta TET,,
153108071,especial,,
154332638,canasta BT,,
154402774,canasta BT,,
153880063,canasta BT,,
154418365,visita posterior,,
154418555,visita posterior,,
154289261,canasta BT,,
154334118,visita posterior,,
154238740,especial,,
154334140,canasta BT,,
154333854,canasta BT,,
154233785,brigada pesada,,
154328511,especial,,
154327380,brigada ME,,
154060101,brigada pesada,,
153834101,canasta BT,,
153834107,canasta BT,,
154334122,canasta BT,,
153880048,usuario no permite normalizar,,
154418359,canasta,,
154418360,canasta,,
153942826,visita posterior,,
154490178,visita posterior,,
154490179,visita posterior,,
154490180,visita posterior,,
153834103,canasta BT,,
154334117,canasta TET,,
154401953,canasta TET,,
153793942,canasta BT,,
154485952,canasta BT,,
154489766,brigada pesada,,
154482438,canasta BT,,
154489466,canasta TET,11/4/2026,
154490680,ejecutado,,
154491727,brigada pesada,,
154422298,brigada pesada,,
154485500,canasta BT,,
154487898,especial,,
154489137,especial,,
154490309,especial,,
154421782,canasta BT,,
154491758,ejecutado,,
154495493,especial,,
154496709,especial,,
154420580,ejecutado,,
153880078,canasta BT,,
154334117,canasta TET,,
153834103,canasta BT,,
154146662,especial,,
154490164,visita posterior,,
153834087,usuario no permite revisión,,
154334130,usuario no permite revisión,,
154414903,canasta TET,,
154503848,canasta BT,,
154498644,canasta TET,,
154500937,especial,,
154487586,canasta BT,,
154413770,canasta TET,,
154418339,canasta BT,,
154418331,canasta BT,,
154503233,especial,13/4/2026,
154503305,especial,,
154502098,canasta BT,,
154504339,especial,,
154536052,ejecutado,,
154502056,brigada pesada,,
154503012,brigada pesada,,
154509415,canasta TET,,
154506368,ejecutado,,
154502649,canasta BT,,
154501927,ejecutado,,
154418556,canasta,,
154418331,canasta BT,,
154422190,154691637,cierre de escritorio,
154490162,visita posterior,,
154490161,visita posterior,,
154418351,canasta TET,,
154601595,canasta BT,,
154603482,brigada pesada,,
154512169,canasta BT,,
154604935,especial,,
154680577,brigada pesada,,
153942833,visita posterior,,
154497603,canasta TET,,
154418348,canasta BT,,
154490166,canasta BT,,
153880079,visita posterior,,
153951039,canasta BT,comunidad alterada,usuario no permite revisión
154490175,visita posterior,,
154494957,caja concentradora,,
154691637,usuario desiste de la normalización,,
154602475,canasta BT,,
153834082,usuario no permite revisión,,
154684769,canasta BT,14/4/2026,
154604034,canasta TET,,
154684783,usuario no permite revisión,,
154684777,canasta,,
154788224,canasta BT,,
154787841,canasta BT,usuario agresivo,
153880081,visita posterior,,
154684870,visita posterior,,
154687382,canasta BT,,
154684869,visita posterior,,
154684797,visita posterior,,
154684864,visita posterior,,
153880053,canasta TET,,
154684862,canasta BT,,
154684867,visita posterior,,
154687357,canasta,,
154512290,centralizada,,
154604572,centralizada,,
154687373,usuario no permite revisión,,
153951034,canasta BT,15/4/2026,
154684938,canasta TET,,
154513906,canasta BT,,
154684791,canasta BT,,
154677651,canasta BT,,
154809317,brigada pesada,,
154789218,brigada pesada,,
154794102,canasta BT,,
154806306,brigada pesada,,
154797484,brigada pesada,,
154790354,canasta BT,,
154798875,brigada pesada,,
154684777,brigada pesada,,
154684811,canasta BT,,
154684809,canasta BT,,
154684815,especial,,
154687365,canasta BT,,
154687368,canasta BT,,
154684807,canasta BT,,
154687379,canasta BT,,
1546689812,usuario no permite revisión,,
154418352,usuario no permite revisión,,
154801580,canasta TET,,
154513806,especial,,
154487554,canasta BT,,
154791416,canasta BT,,
154687374,usuario no permite revisión,,
154687375,canasta BT,,
154809818,canasta BT,,
154798315,brigada pesada,canasta TET,
154809240,ejecutado,,
154901714,brigada pesada,16/4/2026,
154809897,canasta BT,,
154918238,canasta TET,,
154803923,especial 32,,
154810095,brigada pesada,,
154808766,especial,,
154810099,canasta BT,,
154901442,brigada pesada,,
154806769,canasta BT,conectores,
154808763,canasta BT,,
154837209,canasta TET,,
154837119,canasta BT,,
153529216,canasta BT,,
154687381,canasta BT,,
154687361,canasta BT,,
154684854,visita posterior,,
154687392,canasta BT,,
154684807,canasta BT,,
154684863,visita posterior,,
154684864,canasta BT,,
154689515,canasta TET,,
154687370,canasta TET,,
154918817,visita posterior,,
154687371,canasta TET,,
154490180,visita posterior,,
154809667,ejecutado,,
154809398,canasta TET,,
154772504,especial,,
154807469,brigada pesada,,
154810050,ejecutado,,
154807298,brigada pesada,,
154905023,especial,,
154687372,canasta BT,,
124684870,canasta,,
154684871,canasta BT,,
154490178,visita posterior,,
154146686,visita posterior,,
154684805,visita posterior,,
154918129,canasta BT,,
154684841,visita posterior,,
154918136,visita posterior,,
154918813,visita posterior,,
154684854,visita posterior,,
154684847,especial,,
155037524,especial,,
154948898,ejecutado,,
154947832,canasta TET y especial,,
155038676,especial,17/4/2026,
154908245,brigada pesada,,
154948014,brigada pesada,,
154912841,especial,,
155136406,brigada pesada,,
154949093,canasta BT,,
155041012,canasta BT,,
154948071,canasta BT,,
155138532,canasta BT,,
155036495,brigada pesada,,
154146679,usuario no permite reubicación,,
154918817,canasta BT,,
155040625,visita posterior,,
154903669,canasta TET,,
154687428,canasta BT,,
154921258,canasta BT,,
154688552,canasta BT,,
154908973,canasta TET,,
154684848,visita posterior,,
154897165,canasta BT,,
154684846,usuario no permite revisión,,
154797164,canasta BT,,
155040559,visita posterior,,
155034185,canasta BT,,
154687433,canasta BT,,
154803195,canasta BT,,
154913448,canasta TET,,
154899613,canasta BT,,
154918125,en ejecución,,
155067558,canasta BT,,
155135625,ejecutado,,
155040636,canasta BT,,
155040578,especial,,
154918117,canasta BT,,
155162416,visita posterior,,
155162413,visita posterior,,
155162418,visita posterior,,
155042597,canasta BT,,
154690270,canasta BT,,
155161663,canasta BT,,
155158602,centralizada,,
154490162,especial,,
155203553,brigada pesada,,
155199624,brigada pesada,,
155206304,brigada pesada,20/4/2026,
155190613,canasta TET,,
155195469,ejecutado,,
155040953,canasta BT,,
154684861,visita posterior,,
154684824,visita posterior,,
155207131,ejecutado,,
155194012,ejecutado,,
155196249,canasta BT,,
155185862,brigada pesada,,
155190217,ejecutado,,
155185669,brigada pesada,,
155208224,brigada pesada,,
155185925,ejecutado,,
155193307,brigada pesada,,
155187651,brigada pesada,,
155383797,brigada pesada,,
154684782,usuario agresivo,,
154684784,usuario agresivo,,
154684779,directos material,,
154684781,directos material,,
155161988,centralizada,,
155166988,especial,,
154687387,canasta BT,,
155162417,visita posterior,,
154685845,especial,,
154905023,canasta TET,,
155040583,visita posterior,,
155162385,especial,,
155162415,especial,,
155162408,especial,,
154797484,especial,,
154922508,especial,,
154912841,canasta BT,,
154948393,canasta TET,,
155155838,ejecutado,,
155038676,canasta TET,,
155393842,ejecutado,,
155383770,canasta BT,,
155313061,canasta BT,,
154685845,especial,21/4/2026,
155040567,canasta BT,,
155162407,canasta BT,,
155162392,visita posterior,,
155148072,centralizada,,
155163431,centralizada,,
155386926,especial,,
155395671,brigada pesada,,
155398189,brigada pesada,,
155398720,canasta BT,,
155398060,brigada pesada,,
155398137,brigada pesada,,
155403306,multifamiliar,,
155395983,ejecutado,,
155404022,canasta BT,,
155404024,visita posterior,,
155404021,visita posterior,,
155162370,visita posterior,,
155404481,canasta BT,,
155305606,brigada de mantenimiento,,
155407978,canasta BT,,
155040593,visita posterior,,
155162386,visita posterior,,
155040572,visita posterior,,
155193232,canasta BT,,
155306488,canasta BT,,
155502581,ejecutado,,
155505655,usuario no permite la reubicación,,
154684873,usuario no permite revisión,,
154684877,usuario no permite revisión,22/4/2026,
155384594,usuario no permite revisión,,
154684845,usuario no permite revisión,,
154684870,canasta BT,,
154684829,usuario no permite revisión,,
155040593,canasta BT,,
155162378,especial,,
155162389,usuario no permite revisión,no permite revisión,
155040578,especial,,
155162382,visita posterior,,
155408261,canasta TET,,
155162408,visita posterior,,
155504061,canasta BT,,
155414163,canasta BT,,
155418142,ejecutado,,
155480427,ejecutado,,
155462280,brigada pesada,,
155404024,canasta BT,,
155162410,canasta BT,,
155404015,canasta BT,,
155162371,canasta BT,,
155404004,visita posterior,,
155162364,canasta BT,,
155620690,ejecutado,,
155512020,canasta TET,,
155520220,canasta BT,,
155519298,canasta BT,,
155623938,canasta BT,,
155607902,canasta BT,,
155611880,brigada pesada,,
155516323,canasta BT,23/4/2026,
155206789,centralizada,,
155543917,ejecutado,,
155609060,canasta BT,,
155541044,brigada pesada,,
155616561,brigada pesada,,
155544717,brigada pesada,,
155540013,canasta BT,,
155628723,especial,,
155629514,ejecutado,,
155623340,brigada pesada,,
155615344,brigada pesada,,
155162392,usuario no permite revisión,,
155626264,visita posterior,,
155626199,canasta BT,,
155516871,especial,medidor en gabinete,
155626285,canasta BT,,
155626236,canasta BT,,
155403998,canasta BT,,
155413158,canasta TET,,
155626268,visita posterior,,
155626619,especial,,
155626183,visita posterior,,
155404017,visita posterior,,
155626181,visita posterior,,
155626175,visita posterior,,
