OS,Casuistica,Fecha,Observacion
143392883,brigada pesada,,
143403749,ejecutado,,
143383135,brigada pesada,,
143470210,no pertenece,,
143475789,minicanasta,,
143470552,ejecutado,,
143470388,no pertenece,,
143403494,ejecutado,,
143486402,brigada pesada,,
143405212,canasta,,
143401539,brigada pesada,,
143400637,brigada pesada,,
143318219,brigada pesada,,
143400277,brigada pesada,,
142518514,brigada pesada,,
143397479,ejecutado,,
143249315,brigada pesada,,
143404729,semipesada,,
143407134,brigada pesada,,
143122210,canasta,,
142948839,canasta,,
142788116,brigada pesada,,
142937572,brigada pesada,,
143483306,semipesada,,
143472148,ejecutado,,
143486981,especial,,
143445260,ejecutado,,
143479115,canasta,,
143400989,brigada pesada,,
143408989,brigada pesada,,
143566331,canasta,,
142251187,canasta,,
143554829,no pertence,,
143552873,no pertence,,
143558999,no pertence,,
143401092,canasta,,
143488745,brigada pesada,,
143475594,brigada pesada,,
143122171,canasta,,
143383666,ejecutado,,
143390469,ejecutado,,
143401913,canasta,,
143060299,comunidad agresiva,,
143559437,brigada pesada,,
143570272,canasta,,
143481490,brigada pesada,,
143576462,brigada pesada,,
143557321,brigada pesada,,
143249383,brigada pesada,,
143485300,ejecutado,,
143665781,brigada pesada,,
143560140,brigada pesada,,
143553043,no pertenece,,
143635923,canasta,,
143552584,especial,,
143569249,brigada pesada,,
143408079,brigada pesada,,
143637320,canasta y especial,,
143552063,ejecutado,,
143569952,canasta,,
143565258,ejecutado,,
143638254,brigada pesada,,
143568553,brigada pesada,,
143553694,ejecutado,,
143556825,especial,,
143481119,brigada pesada,,
142313530,brigada pesada,,
143392900,brigada pesada,,
142874798,brigada pesada,,
143636512,brigada pesada,,
143249219,canasta,,
143399817,comunidad agresiva,,
143399813,comunidad agresiva,,
143399815,comunidad agresiva,,
143122273,acceso impedido,,
143667452,especial,,
143316751,brigada pesada,,
143554716,ejecutado,,
143765110,especial,,
143562539,ya normalizado,,
143641910,brigada pesada,,
143555937,canasta,,
143567462,brigada pesada,,
143790528,canasta,,
143692649,canasta,,
143315894,brigada pesada,,
143408172,brigada pesada,,
143639622,ejecutado,,
143664597,especial,,
143693526,brigada pesada,,
143637604,brigada pesada,,
143667131,ejecutado,,
143671262,brigada pesada,,
143638278,no pertenece,,
143666852,brigada pesada,,
143671435,brigada pesada,,
143571281,brigada pesada,,
143571585,ejecutado,,
143571648,brigada pesada,,
143667826,canasta,,
143694398,ejecutado,,
143220127,brigada pesada,,
143644868,brigada pesada,,
143671059,brigada pesada,,
143661404,no pertenece,,
143640208,canasta,,
143470229,brigada pesada,,
143470622,brigada pesada,,
143667702,ejecutado,BT,
143570189,brigada pesada,,
143797293,ejecutado,,
143838731,brigada pesada,,
143757331,canasta,,
143726372,especial,,
143819397,brigada pesada,,
143670148,brigada pesada,,
143636767,brigada pesada,,
143910947,brigada pesada,,
143561965,brigada pesada,,
143795192,brigada pesada,,
143126812,canasta,,
143640955,canasta,,
143796637,canasta,,
143664567,ejecutado,,
143791543,ejecutado,,
143556043,ejecutado,,
143820643,ejecutado,,
143640202,caja concentradora,,
143692490,ejecutado,,
143637881,ejecutado,,
143666989,ejecutado,,
143460500,brigada pesada,,
143825470,canasta,,
143399689,canasta,,
143561767,canasta,,
143759331,canasta,,
143909536,brigada pesada,,
143914448,canasta,,
143836534,brigada pesada,,
143909831,brigada pesada,,
144000506,brigada pesada,,
143831013,brigada pesada,,
143792496,ejecutado,,
143913465,canasta,,
143838505,brigada pesada,,
143913257,especial,,
143837940,brigada pesada,,
143845510,canasta,,
143909741,brigada pesada,,
143842315,canasta,,
143825146,brigada pesada,,
143831343,brigada pesada,,
143761237,brigada pesada,,
143992868,brigada pesada,,
143907765,canasta,,
143797739,brigada pesada,,
143907545,brigada pesada,,
143908769,brigada pesada,,
143837093,canasta,,
143985059,canasta,,
143667276,canasta,,
143826930,canasta,,
144117474,brigada pesada,,
143399803,especial,,
144179349,brigada pesada,,
144114599,canasta,,
143399802,canasta,,
143834175,caja concentradora,,
143470575,brigada pesada,,
143911719,canasta,,
144133130,canasta,,
144130281,canasta,,
144180745,ejecutado,,
144140455,ejecutado,,
143991686,especial,,
143845256,canasta,,
144277724,canasta,,
144140607,brigada pesada,,
144046435,brigada pesada,,
143984820,ejecutado,,
144002219,canasta,,
144006329,brigada pesada,,
144120015,brigada pesada,,
143990485,especial,,
143827174,brigada pesada,,
143845856,brigada pesada,,
144116864,brigada pesada,,
144117227,brigada pesada,,
144295770,brigada pesada,,
144296044,brigada pesada,,
144297115,brigada pesada,,
143636793,brigada pesada,,
144279563,canasta,,
143984261,especial,,
144286090,caja concentradora,,
143846184,canasta,,
144158473,canasta,,
144158470,canasta,,
144114579,especial,,
144280637,canasta,,
143667244,canasta,,
143667242,canasta,,
131517663,canasta,,
143667241,canasta,,
143982436,brigada pesada,,
143791566,canasta,,
143830653,brigada pesada,,
144299564,canasta,,
144408716,canasta,,
144158468,canasta,,
144282523,canasta,,
144294189,canasta,,
144412548,especial,,
144297070,brigada pesada,,
144287581,canasta,,
143911008,brigada pesada,,
144287688,brigada pesada,,
144047357,canasta,TET,
144389044,brigada pesada,,
144403656,brigada pesada,,
144304628,ejecutado,,
144390496,brigada pesada,,
144283409,caja concentradora,,
144280252,caja concentradora,,
143909331,brigada pesada,,
143846372,brigada pesada,,
144293445,canasta,,
144304902,canasta,,
144114682,canasta,,
144397084,canasta,,
143999315,no pertenece,,
143984794,minicanasta,,
144117030,ejecutado,,
144280012,brigada pesada,,
144116916,semipesada,,
144282545,canasta,,
144282915,minicanasta,,
144414661,no pertenece,,
144158462,canasta,,
144158463,canasta,,
144158472,canasta,,
138207988,canasta,,
144293051,ejecutado,,
143846373,ejecutado,,
143403225,ejecutado,,
144277929,ejecutado,,
143838474,ejecutado,,
144115098,canasta,,
144282525,canasta,,
144282565,canasta,,
143838808,ejecutado,,
144420064,ejecutado,,
143229186,canasta,,
143667286,canasta,,
144296479,no pertenece,,
142206401,NO PROGRAMAR,,
144613262,brigada pesada,,
144281694,canasta,,
144301272,semipesada,,
144455327,canasta,,
144512053,canasta,,
144533914,brigada pesada,,
144460228,ejecutado,,
144453129,canasta,,
144398351,brigada pesada,,
144512131,brigada pesada,,
144046776,brigada pesada,,
144441120,especial,,
144441505,no pertence,,
144534123,ejecutado,,
144512531,canasta,,
144414379,canasta,,
144457203,canasta,,
144412173,especial,,
144418678,ejecutado,,
144179196,ejecutado,,
143910966,ejecutado,,
144535871,brigada pesada,,
144410100,especial,,
144597127,brigada pesada,,
144411359,brigada pesada,,
144512214,especial,,
144511537,brigada pesada,,
144612752,canasta,,
137617835,semidirecta,,
144282560,canasta,,
144604797,canasta,,
144537841,canasta,,
144459105,brigada pesada,,
144003392,canasta,,
144399328,brigada pesada,,
144399576,brigada pesada,,
144303227,ejecutado,,
143400264,brigada pesada,LEWIS ANGARITA SANCHEZ,
144532849,ejecutado,LEWIS ANGARITA SANCHEZ,
144538604,brigada pesada,,
144614486,canasta y especial,,
144536047,especial,,
144537870,brigada pesada,,
144608531,brigada pesada,,
144608972,canasta,,
144536865,brigada pesada,,
144417730,canasta,,
144450661,especial,,
144605395,especial,,
144612809,canasta,,
144597925,brigada pesada,,
144600048,brigada pesada,,
143999839,canasta,,
144614657,ejecutado,,
144610477,especial,,
144616020,ejecutado,,
144711117,ejecutado,,
144712609,canasta,27/11/2025,
144719476,brigada pesada,,
144714118,brigada pesada,,
144713673,brigada pesada,,
144614799,especial,,
144717010,ejecutado,,
144062604,brigada pesada,,
144069290,ejecutado,,
144719082,canasta,,
144788487,ejecutado,,
144512924,no pertenece,,
144612534,canasta,,
144787086,canasta,,
144792469,brigada pesada,,
144719947,brigada pesada,,
144604299,brigada pesada,,
144698046,canasta,,
144792107,canasta,,
144612786,canasta,,
144533628,canasta,,
144711911,canasta,,
144395010,doble generado,,
144710506,canasta,,
144789237,especial,,
144719996,canasta,,
144718725,canasta,,
144706229,brigada pesada,,
144615287,canasta,,
144725820,ejecutado,,
144783611,ejecutado,,
144598648,no pertence,,
144806821,canasta,28/11/2025,
144714215,brigada pesada,,
144806856,ejecutado,,
144805333,brigada pesada,,
144295305,canasta,,
144595298,canasta,,
144807265,canasta,,
144801286,canasta,,
144789503,ejecutado,,
144608971,brigada pesada,,
144805535,especial,,
144716693,canasta,,
144785850,brigada pesada,,
144703664,brigada pesada,,
144786734,brigada pesada,,
144789347,canasta,,
144599723,canasta,,
144710564,no pertence,,
144715282,brigada pesada,,
144681000,brigada pesada,,
143122150,canasta,,
144282573,canasta,,
144837352,canasta,,
144809362,ejecutado,,
144713779,brigada pesada,29/11/2025,
144821659,brigada pesada,,
144721393,brigada pesada,,
144282572,canasta,,
144826786,brigada pesada,,
144820625,ejecutado,,
142948575,canasta,,
144792326,brigada pesada,,
144832491,ejecutado,,
144827552,brigada pesada,,
144722201,semipesada,,
144807636,brigada pesada,,
144396007,ejecutado,,
144533619,ejecutado,,
144717159,ejecutado,,
144511945,brigada pesada,,
144851402,no pertenece,,
144845619,brigada pesada,,
144815814,brigada pesada,1/12/2025,
144402252,ejecutado,,
144601257,ejecutado,,
144800105,brigada pesada,,
144817126,canasta,,
144849072,ejecutado,,
144823771,brigada pesada,,
144282567,canasta,,
144282568,canasta,,
144605829,semipesada,,
144602604,ejecutado,,
144913415,canasta,,
144913055,canasta,,
144913319,canasta,,
144944068,canasta,2/12/2025,
144921048,ejecutado,,
145002220,brigada pesada,,
144920551,semipesada,,
144809363,ejecutado,,
144905589,ejecutado,,
144903564,especial,,
144817972,especial,,
144903245,brigada pesada,,
144859014,especial,,
144512093,ejecutado,,
144891404,ejecutado,,
144993402,canasta,,
144935549,canasta,,
144935144,especial,,
145000283,brigada pesada,,
144904748,canasta,,
144939750,brigada pesada,,
144932212,canasta,,
144852364,brigada pesada,,
144904998,brigada pesada,,
144887047,semipesada,,
144819828,brigada pesada,,
144931733,especial,,
144878605,no pertenece,,
144909119,brigada pesada,,
144921657,ejecutado,,
144902880,ejecutado,,
144536575,ejecutado,,
145000525,ejecutado,,
144925430,brigada pesada,,
144929339,canasta,3/12/2025,
144879503,ejecutado,,
145000448,brigada pesada,,
144826976,canasta,,
144712337,ejecutado,,
144783893,ejecutado,,
145000332,ejecutado,,
144896164,brigada pesada,,
144999972,canasta,,
144913029,canasta,,
144826922,ejecutado,,
144913282,canasta,,
144810107,canasta,,
144939010,brigada pesada,,
144279338,canasta,,
144925224,ejecutado,,
144820970,canasta,,
144613677,brigada pesada,,
144916684,especial,,
144860309,canasta,,
145006364,ejecutado,,
145006359,especial,,
145016556,brigada pesada,,
145026569,canasta,4/12/2025,
145024368,ejecutado,,
145006201,ejecutado,,
145001494,ejecutado,,
144999384,ejecutado,,
145006044,no pertenece,,
145017589,no pertenece,,
145005445,brigada pesada,,
144824997,ejecutado,,
145005485,brigada pesada,,
144614772,ejecutado,,
144912958,canasta,,
144614874,brigada pesada,,
144912959,canasta,,
145245306,canasta,,
-28692177,brigada pesada,,
145235897,canasta,,
-28692110,ejecutado,,
145155599,canasta,5/12/2025,
145071100,canasta,,
-28693531,canasta,,
144914464,canasta,,
145171833,canasta,,
144282524,canasta,,
-28691464,canasta,,
145172733,brigada pesada,,
144938877,ejecutado,,
144912974,canasta,,
144913280,canasta,,
145063805,canasta,,
144913825,canasta,,
144914748,canasta,,
144914700,canasta,,
145153908,brigada pesada,,
145154304,brigada pesada,,
145005400,brigada pesada,,
145005472,no pertenece,,
145026926,no pertenece,,
145246267,ejecutado,,
144999319,brigada pesada,,
145069166,no pertenece,,
145006692,brigada pesada,,
-28691509,brigada pesada,,
145154510,canasta,,
145340638,duplicidad,,
-28691497,brigada pesada,,
145256907,no pertence,,
145073731,canasta,,
-28692080,canasta,,
145251090,no pertenece,,
145256205,especial,6/12/2025,
145239830,canasta,,
145256741,ejecutado,,
144295298,canasta,,
144295299,canasta,,
144400672,canasta,,
-28692740,canasta,,
144914593,canasta,,
145238791,ejecutado,BT,
145241737,especial,,
145055266,ejecutado,,
145156206,ejecutado,,
145339779,no pertenece,,
145052599,no pertenece,,
145236207,no pertenece,,
145007549,no pertenece,,
145066948,no pertenece,7/12/2025,
145262758,no pertenece,,
145330828,no pertenece,,
145071101,no pertenece,,
145337120,no pertenece,,
145346831,no pertenece,,
145007262,no pertenece,,
144914474,canasta,,
145339631,no pertenece,,
145345220,brigada pesada,,
145245447,canasta,9/12/2025,
145245036,brigada pesada,,
145241301,canasta,,
144914282,canasta,,
144915018,canasta,,
144914879,brigada pesada,,
145353773,ejecutado,,
145012529,canasta,,
145253197,brigada pesada,,
144612810,canasta,,
145341671,canasta,,
144914272,canasta,,
145332846,brigada pesada,,
145027861,canasta,,
145244598,canasta,,
144924276,canasta,,
145333946,brigada pesada,,
144914285,canasta,,
144612800,especial,,
145370364,ejecutado,,
145506719,canasta,,
145368807,brigada pesada,,
145437192,canasta,,
145370367,ejecutado,10/12/2025,
144914877,cliente no permite intervencion,,
144114577,especial,,
145364340,brigada pesada,,
145367697,ejecutado,,
145349827,brigada pesada,,
144914870,especial,,
145352924,brigada pesada,,
145344795,canasta,,
145339398,no pertenece,,
145364546,brigada pesada,,
145438081,canasta,,
145369737,no pertenece,,
145365474,brigada pesada,,
144914277,canasta,,
145512025,ejecutado,,
145254238,brigada pesada,,
145261237,brigada pesada,,
145262309,brigada pesada,,
139436771,No programar,,
145237183,brigada pesada,,
145337674,brigada pesada,,
145360826,ejecutado,,
145441155,ejecutado,,
145348934,no pertenece,,
145440166,no pertenece,,
145440167,no pertenece,,
145440204,no pertenece,,
145440206,no pertenece,,
145440213,no pertenece,,
145440217,no pertenece,,
145440221,no pertenece,,
145440222,no pertenece,,
145440223,no pertenece,,
145440224,no pertenece,,
145440238,no pertenece,,
145440241,no pertenece,,
145440246,no pertenece,,
145440247,no pertenece,,
145361809,no pertenece,,
145515697,canasta,,
145242847,ejecutado,,
145369296,ejecutado,,
145519793,brigada pesada,,
145336891,especial,11/12/2025,
145251992,brigada pesada,,
145439882,brigada pesada,,
145526387,no pertenece,,
143043509,no pertenece,,
145520492,no pertenece,,
145369455,no pertenece,,
145512810,no pertenece,,
145588379,no pertenece,,
145364616,no pertenece,,
145518567,no pertenece,,
145520831,brigada pesada,,
145592242,brigada pesada,,
145589090,brigada pesada,,
145046288,ejecutado,,
145524628,canasta,,
145599270,canasta,,
145513193,brigada pesada,,
145592611,NO PROGRAMAR,,
145592718,NO PROGRAMAR,,
145592778,NO PROGRAMAR,,
145592971,NO PROGRAMAR,,
145592995,NO PROGRAMAR,,
145593028,NO PROGRAMAR,,
145593114,NO PROGRAMAR,,
145594798,NO PROGRAMAR,,
145595025,NO PROGRAMAR,,
145595366,NO PROGRAMAR,,
145595444,NO PROGRAMAR,,
145595755,NO PROGRAMAR,,
145512475,canasta,,
145519946,brigada pesada,,
145351259,canasta,,
145370326,ejecutado,,
145588032,brigada pesada,,
145526864,brigada pesada,,
145368619,especial,,
145370376,especial,,
145524587,ejecutado,,
145524489,brigada pesada,,
145026249,ejecutado,,
-28691525,ejecutado,,
144914475,especial,,
145438187,brigada pesada,,
145246222,canasta,,
145588917,canasta,,
145330958,brigada pesada,,
145602300,brigada pesada,,
145602347,brigada pesada,,
145437263,ejecutado,,
145246885,brigada pesada,,
145345406,brigada pesada,,
145331174,brigada pesada,,
145344499,brigada pesada,,
145589442,brigada pesada,,
145366933,canasta,,
145172280,canasta,,
145512992,ejecutado,,
145367316,ejecutado,,
145346779,ejecutado,,
145526201,canasta,,
145608852,especial,,
145605279,brigada pesada,,
145243210,brigada pesada,12/12/2025,
145234315,canasta,,
145520647,ejecutado,,
145520634,brigada pesada,,
145602547,especial,TET,
145599261,canasta,,
145520917,canasta,,
144914907,canasta,,
144913822,canasta,,
144914309,canasta,,
144913469,canasta,,
144912997,canasta,,
145607791,canasta,,
145608799,ejecutado,,
145608273,ejecutado,,
145518362,brigada pesada,,
145606105,canasta,,
145689136,canasta,,
145597811,canasta,,
144914508,brigada pesada,,
145601263,ejecutado,,
145606080,brigada pesada,,
144913321,canasta,,
145599307,canasta,,
145366930,ejecutado,,
145256128,ejecutado,,
141617624,canasta,,
145781774,brigada pesada,,
145597077,no pertenece,,
145674718,ejecutado,,
145526689,duplicidad,contactar usuario,
145526690,duplicidad,,
145526685,duplicidad,,
145526686,duplicidad,,
145526695,duplicidad,,
145526696,duplicidad,,
145526665,duplicidad,,
145526669,duplicidad,,
145526701,duplicidad,,
145526702,duplicidad,,
145526703,duplicidad,,
145526704,duplicidad,,
145526697,duplicidad,,
145526698,duplicidad,,
145526699,duplicidad,,
145526700,duplicidad,,
145526693,duplicidad,,
145526694,duplicidad,,
145526705,duplicidad,,
145526706,duplicidad,,
145526691,duplicidad,,
145526692,duplicidad,,
145526677,duplicidad,,
145526678,duplicidad,,
145526679,duplicidad,,
145526680,duplicidad,,
145526687,duplicidad,,
145526688,duplicidad,,
145526682,duplicidad,,
145526683,duplicidad,,
145526684,duplicidad,,
145526675,duplicidad,,
145526676,duplicidad,,
145526668,duplicidad,,
145526670,duplicidad,,
145526660,duplicidad,,
145526662,duplicidad,,
145526663,duplicidad,,
145526667,duplicidad,,
145526671,duplicidad,,
145526672,duplicidad,,
145526673,duplicidad,,
145526674,duplicidad,,
145057490,ejecutado,,
145369377,ejecutado,,
145348086,ejecutado,,
145250978,brigada pesada,,
145241626,brigada pesada,,
144680417,brigada pesada,,
144914736,especial,,
145606491,brigada pesada,,
145675817,especial,,
145711969,brigada pesada,,
145607977,brigada pesada,13/12/2025,
145690465,brigada pesada,,
145682384,brigada pesada,,
145682385,brigada pesada,,
145689465,ejecutado,,
145782228,brigada pesada,,
145606112,canasta,,
145601136,brigada pesada,,
145597372,ejecutado,,
145785088,brigada pesada,,
145682297,canasta,,
145608994,ejecutado,,
145607436,ejecutado,,
145688971,brigada pesada,,
145684625,brigada pesada,,
145689085,ejecutado,,
145691339,ejecutado,,
145684340,no pertenece,,
145674363,especial,,
145786516,semipesada,,
145685076,brigada pesada,,
145343346,brigada pesada,,
145713171,brigada pesada,,
145786899,brigada pesada,,
145822166,brigada pesada,15/12/2025,
145822109,brigada pesada,,
145797493,brigada pesada,,
145527172,brigada pesada,,
145691322,no pertenece,,
145799784,ejecutado,,
145439441,ejecutado,,
144914315,canasta,,
145795115,ejecutado,,
145793400,canasta,,
145791583,brigada pesada,,
145713588,brigada pesada,,
145824098,brigada pesada,,
145344496,ejecutado,,
145599320,canasta,,
145599321,canasta,,
145599319,canasta,,
144914625,canasta,,
145787061,brigada pesada,,
145683948,brigada pesada,,
145789169,brigada pesada,,
145785058,semipesada,,
145685129,brigada pesada,,
145247032,canasta,,
145606341,duplicidad,,
145244546,brigada pesada,,
145826514,semipesada,,
145791283,brigada pesada,,
145688923,brigada pesada,,
144914624,canasta,,
145785303,brigada pesada,,
144914510,brigada pesada,,
145596266,NO PROGRAMAR,,
145596324,NO PROGRAMAR,,
145596787,NO PROGRAMAR,,
145596487,NO PROGRAMAR,,
145596446,NO PROGRAMAR,,
145596744,NO PROGRAMAR,,
145596873,NO PROGRAMAR,,
145820960,canasta,,
145824836,ejecutado,,
145927615,ejecutado,,
145921698,brigada pesada,16/12/2025,
145827284,brigada pesada,,
145793474,especial,,
145833551,brigada pesada,,
145825306,canasta,,
145787563,canasta,,
144914627,minicanasta,,
144914373,minicanasta,,
145924063,brigada pesada,,
145926311,canasta,,
146006107,brigada pesada,,
145829513,canasta,,
145832915,canasta,,
145922585,ejecutado,,
145921565,ejecutado,,
144914428,canasta,,
145793209,ejecutado,,
144914630,canasta,,
145799272,brigada pesada,TET,
145601490,cliente no permite intervencion,,
145525577,cliente no permite intervencion,BT,
145599251,canasta,,
145996428,brigada pesada,,
145929040,brigada pesada,,
145599317,canasta,,
145599252,canasta,,
145599250,canasta,,
145791282,brigada pesada,BT,
145791995,brigada pesada,BT,
144881198,cliente no permite intervencion,BT,
144914906,canasta,,
144914538,canasta,,
145520612,ejecutado,,
145999277,no pertenece,BT,
146011498,brigada pesada,BT,
146105187,brigada pesada,17/12/2025,
146005492,canasta,,
145518465,brigada pesada,,
145993837,canasta,,
146000243,brigada pesada,,
145819026,brigada pesada,,
146009469,brigada pesada,TET,
144605082,brigada pesada,,
144881231,canasta,,
145599285,canasta,,
146105739,ejecutado,,
145924443,no pertenece,BT,
144913480,canasta,BT,
146011906,ejecutado,,
144913481,cliente no permite intervencion,,
145996869,brigada pesada,BT,
145675173,brigada pesada,,
146000233,canasta,,
145998357,no pertenece,,
146014016,no pertenece,,
146108732,no pertenece,,
145997667,no pertenece,,
146007387,no pertenece,,
146006047,no pertenece,,
146012788,no pertenece,,
146011014,no pertenece,,
145781070,brigada pesada,,
146128767,no pertenece,,
146127733,no pertenece,,
146128852,no pertenece,,
144931804,especial,,
146158699,especial,,
146249689,especial,,
145599272,Medidor tipo3,18/12/2025,
145526661,medida especial,,
145513441,canasta,,
145999697,Medidor tipo3,,
144881258,cliente no permite intervencion,,
144914276,canasta,TET,
146229830,canasta,,
146233149,brigada pesada,,
146122105,brigada pesada,BT,
146133334,brigada pesada,TET,
146228102,brigada pesada,,
145676391,ejecutado,,
146227821,ejecutado,,
146110299,ejecutado,,
146114088,ejecutado,,
146122928,ejecutado,,
146229505,ejecutado,,
145922112,ejecutado,,
146133679,especial,,
146105334,brigada pesada,,
146241889,no pertenece,,
146233513,no pertenece,,
145244276,brigada pesada,,
146112487,ejecutado,,
145779169,especial,,
145997467,brigada pesada,,
145690882,ejecutado,,
145827690,ejecutado,,
146156755,canasta,,
145827279,ejecutado,,
146121786,ejecutado,,
141382412,canasta,,
146130824,ejecutado,,
145990810,ejecutado,,
146248886,canasta,TET,
146373397,brigada pesada,19/12/2025,
146360582,brigada pesada,,
146358549,ejecutado,,
144913053,canasta,,
146246093,ejecutado,,
146352154,no pertenece,,
146355030,no pertenece,BT,
146376043,no pertenece,,
146361355,ejecutado,,
146005057,ejecutado,,
145797562,ejecutado,,
145927374,ejecutado,,
145829955,ejecutado,,
146011289,ejecutado,,
146352510,no pertenece,,
144914423,canasta,,
144914433,canasta,,
144915053,especial,,
146255460,ejecutado,BT,
146351725,ejecutado,BT,
146249632,canasta,,
145921876,ejecutado,,
146125349,canasta,,
146383459,no pertenece,,
146475684,no pertenece,,
146383298,no pertenece,BT,
146479438,no pertenece,20/12/2025,
146481155,no pertenece,,
146135850,ejecutado,,
146372410,brigada pesada,,
146490849,canasta,,
146254787,brigada pesada,,
146382971,brigada pesada,,
146487611,canasta,TET,
146495846,no pertenece,,
146228688,ejecutado,,
146495647,especial,BT,
146380954,brigada pesada,,
146366385,no pertenece,,
146479703,brigada pesada,,
146473998,ejecutado,,
146360116,brigada pesada,,
146481903,no pertenece,,
146477406,brigada pesada,,
146475571,ejecutado,,
146482755,canasta,,
146381629,no pertenece,,
146492257,brigada pesada,,
146474192,especial,BT,
146478285,ejecutado,,
146481327,ejecutado,,
146481372,brigada pesada,,
146374489,brigada pesada,,
146354959,brigada pesada,,
146001339,brigada pesada,,
146495864,brigada pesada,,
146525898,brigada pesada,,
146498069,especial,22/12/2025,
146364959,especial,,
146485328,ejecutado,,
146517962,no pertenece,,
146492782,ejecutado,,
146479849,canasta,,
146496641,no pertenece,,
146495362,ejecutado,,
146369431,canasta,,
146529544,canasta,,
146528457,brigada pesada,,
146495771,canasta,BT,
146354950,brigada pesada,TET,
146534024,ejecutado,,
146362285,especial,,
146528705,ejecutado,,
146597204,no pertenece,,
146637918,no pertenece,,
146525910,no pertenece,,
146483297,no pertenece,,
146537584,ejecutado,,
146377015,especial,,
146522683,brigada pesada,,
146490005,brigada pesada,,
146602892,brigada pesada,,
146491596,ejecutado,,
146603015,canasta,,
146608042,ejecutado,,
146683942,canasta,,
146684173,canasta,23/12/2025,
146684829,canasta,,
146597278,canasta,TET,
146671194,brigada pesada,TET,
146485660,canasta,TET,
146539600,especial,,
146669256,canasta,,
146539930,ejecutado,TET,
146694454,no pertenece,,
146691400,no pertenece,,
146539585,no pertenece,,
146527360,no pertenece,,
146689285,no pertenece,,
146480214,canasta,,
146480218,canasta,,
146668372,brigada pesada,,
144914622,brigada pesada,BT,
146480220,Medidor tipo3,BT,
146693203,especial,,
146487998,brigada pesada,,
146692304,canasta,,
146597389,brigada pesada,,
146678901,brigada pesada,,
146666722,brigada pesada,,
146666628,brigada pesada,,
146517918,brigada pesada,,
146376982,canasta,,
146599841,brigada pesada,,
145678447,brigada pesada,,
146376941,canasta,BT,
146536093,no pertenece,,
146669019,brigada pesada,,
145786448,brigada pesada,TET,
143667234,canasta,,
146684028,brigada pesada,,
146769662,no pertenece,,
146772830,no pertenece,BT,
146771424,no pertenece,,
146771144,no pertenece,24/12/2025,
146795134,no pertenece,,
146794140,no pertenece,,
146791467,no pertenece,,
146782925,no pertenece,,
146790112,no pertenece,,
146787060,no pertenece,,
146770361,no pertenece,,
146517376,no pertenece,,
146716908,especial,,
146717116,especial,,
146537420,especial,,
146690214,canasta,,
146697336,brigada pesada,,
146604501,canasta,,
146597370,brigada pesada,,
146684172,brigada pesada,,
146694413,ejecutado,,
146694107,brigada pesada,,
146778499,especial,,
146669178,brigada pesada,,
146774376,canasta,,
146670138,no pertenece,,
146793376,brigada pesada,,
146771312,ejecutado,TET,
146774550,semipesada,,
146779346,ejecutado,,
146693042,ejecutado,,
146601345,ejecutado,,
146604145,ejecutado,,
146793834,ejecutado,,
146694903,ejecutado,,
146790436,canasta,,
146779708,ejecutado,,
144914271,brigada pesada,,
146790342,canasta,,
146794031,canasta,,
146814775,ejecutado,,
146424753,ejecutado,,
146717062,ejecutado,,
146788188,canasta,,
146822778,no pertenece,,
146825860,ejecutado,,
146817099,ejecutado,,
146793390,canasta,,
146817323,ejecutado,,
146833414,no pertenece,,
146830366,no pertenece,,
146830910,no pertenece,,
146831136,no pertenece,,
146836764,no pertenece,,
146672578,canasta,,
146697419,canasta,,
144914934,canasta BT,25/12/2025,
144914935,canasta BT,,
146377004,no pertenece,26/12/2025,
146369436,canasta BT,,
146369437,canasta BT,,
146915926,no pertenece,,
146838875,brigada pesada,,
146916774,canasta TET,,
146915342,ejecutado,,
146916883,brigada pesada,,
146837466,no pertenece,,
146830627,brigada pesada,,
146917649,especial,,
146917861,no pertenece,,
146918141,canasta BT,,
146915983,brigada pesada,,
146818786,brigada pesada,,
146915061,ejecutado,,
146917561,brigada pesada,,
146839054,canasta TET,,
146839374,especial,,
145066961,canasta,,
146917522,no pertenece,,
146918496,ejecutado,,
146691739,brigada pesada,,
146919067,no pertenece,,
146918337,ejecutado,,
146838447,ejecutado,,
146923711,no pertenece,,
146830741,brigada pesada,,
146920614,ejecutado,,
146916359,brigada pesada,,
146926835,no pertenece,,
146925712,no pertenece,,
146918622,ejecutado,,
146918406,no pertenece,,
146933526,no pertenece,,
146947878,no pertenece,,
146934760,no pertenece,,
146948150,no pertenece,,
146941014,no pertenece,,
146920043,no pertenece,,
146929208,no pertenece,,
146949268,no pertenece,,
146819303,no pertenece,,
146945963,especial,,
146926040,ejecutado,,
146947410,brigada pesada,,
146924585,brigada pesada,27/12/2025,
146917970,canasta,,
146935097,no pertenece,,
146927134,brigada pesada,,
146944384,brigada pesada,,
146917514,canasta TET,,
144914644,canasta BT,,
144914290,especial,,
146915092,ejecutado,,
146917457,ejecutado,,
146927426,ejecutado,,
146932539,ejecutado,,
146923395,ejecutado,,
146938297,ejecutado,,
146919327,ejecutado,,
146377013,canasta TET,,
146923810,no pertenece,,
146943731,ejecutado,,
146947141,no pertenece,,
146936502,ejecutado,,
146931008,no pertenece,,
146917278,brigada pesada,,
146933904,brigada pesada,,
146945888,brigada pesada,,
146949333,no pertenece,,
146937842,ejecutado,,
146935089,ejecutado,,
146928697,ejecutado,,
